concept_cd,concept_path,name_char,concept_blob,update_date,download_date,import_date,sourcesystem_cd,upload_id,table_name
C44.5,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\SKIN\Skin of trunk\Skin of trunk\,Skin of trunk,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C44.4,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\SKIN\Skin of scalp and neck\Skin of scalp and neck\,Skin of scalp and neck,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM\Peripheral nerves and Autonomic nervous system of upper limb and shoulder\Peripheral nerves and Autonomic nervous system of upper limb and shoulder\,Peripheral nerves and Autonomic nervous system of upper limb and shoulder,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C47.9,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM\Autonomic nervous system, NOS\Autonomic nervous system, NOS\","Autonomic nervous system, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C47.8,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM\Overlapping lesion of peripheral nerves and autonomic nervous system\Overlapping lesion of peripheral nerves and autonomic nervous system\,Overlapping lesion of peripheral nerves and autonomic nervous system,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM\Peripheral nerves and Autonomic nervous system of thorax\Peripheral nerves and Autonomic nervous system of thorax\,Peripheral nerves and Autonomic nervous system of thorax,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Imaging Data\Slide Microscopy\Slide Microscopy\,Slide Microscopy,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM\Peripheral nerves and Autonomic nervous system of trunk, NOS\Peripheral nerves and Autonomic nervous system of trunk, NOS\","Peripheral nerves and Autonomic nervous system of trunk, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM\Peripheral nerves and Autonomic nervous system of lower limb and hip\Peripheral nerves and Autonomic nervous system of lower limb and hip\,Peripheral nerves and Autonomic nervous system of lower limb and hip,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C51.0,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\VULVA\Labium majus\Labium majus\,Labium majus,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C51.8,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\VULVA\Overlapping lesion of vulva\Overlapping lesion of vulva\,Overlapping lesion of vulva,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C51.1,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\VULVA\Labium minus\Labium minus\,Labium minus,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C51.2,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\VULVA\Clitoris\Clitoris\,Clitoris,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C56.9,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\OVARY\Ovary\Ovary\,Ovary,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C55.9,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\UTERUS, NOS\Uterus, NOS\Uterus, NOS\","Uterus, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C53.1,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\CERVIX UTERI\Exocervix\Exocervix\,Exocervix,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C53.0,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\CERVIX UTERI\Endocervix\Endocervix\,Endocervix,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C53.9,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\CERVIX UTERI\Cervix uteri\Cervix uteri\,Cervix uteri,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C53.8,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\CERVIX UTERI\Overlapping lesion of cervix uteri\Overlapping lesion of cervix uteri\,Overlapping lesion of cervix uteri,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C68.0,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\URINARY TRACT\OTHER AND UNSPECIFIED URINARY ORGANS\Urethra\Urethra\,Urethra,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.2,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\URINARY TRACT\BLADDER\Lateral wall of bladder\Lateral wall of bladder\,Lateral wall of bladder,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.9,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\URINARY TRACT\BLADDER\Bladder, NOS\Bladder, NOS\","Bladder, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.1,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\URINARY TRACT\BLADDER\Dome of bladder\Dome of bladder\,Dome of bladder,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.3,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\URINARY TRACT\BLADDER\Anterior wall of bladder\Anterior wall of bladder\,Anterior wall of bladder,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.6,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\URINARY TRACT\BLADDER\Ureteric orifice\Ureteric orifice\,Ureteric orifice,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.4,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\URINARY TRACT\BLADDER\Posterior wall of bladder\Posterior wall of bladder\,Posterior wall of bladder,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.8,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\URINARY TRACT\BLADDER\Overlapping lesion of bladder\Overlapping lesion of bladder\,Overlapping lesion of bladder,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.5,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\URINARY TRACT\BLADDER\Bladder neck\Bladder neck\,Bladder neck,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.0,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\URINARY TRACT\BLADDER\Trigone of bladder\Trigone of bladder\,Trigone of bladder,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C67.7,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\URINARY TRACT\BLADDER\Urachus\Urachus\,Urachus,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C75.0,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\THYROID AND OTHER ENDOCRINE GLANDS\OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES\Parathyroid gland\Parathyroid gland\,Parathyroid gland,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C75.2,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\THYROID AND OTHER ENDOCRINE GLANDS\OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES\Craniopharyngeal duct\Craniopharyngeal duct\,Craniopharyngeal duct,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C75.8,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\THYROID AND OTHER ENDOCRINE GLANDS\OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES\Overlapping lesion of endocrine glands and related structures\Overlapping lesion of endocrine glands and related structures\,Overlapping lesion of endocrine glands and related structures,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C75.4,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\THYROID AND OTHER ENDOCRINE GLANDS\OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES\Carotid body\Carotid body\,Carotid body,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C74.1,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\THYROID AND OTHER ENDOCRINE GLANDS\ADRENAL GLAND\Medulla of adrenal gland\Medulla of adrenal gland\,Medulla of adrenal gland,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C74.9,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\THYROID AND OTHER ENDOCRINE GLANDS\ADRENAL GLAND\Adrenal gland, NOS\Adrenal gland, NOS\","Adrenal gland, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C74.0,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\THYROID AND OTHER ENDOCRINE GLANDS\ADRENAL GLAND\Cortex of adrenal gland\Cortex of adrenal gland\,Cortex of adrenal gland,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C73.9,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\THYROID AND OTHER ENDOCRINE GLANDS\THYROID GLAND\Thyroid gland\Thyroid gland\,Thyroid gland,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C14.2,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX\Waldeyer's ring\Waldeyer's ring\",Waldeyer's ring,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM\Peripheral nerves and Autonomic nervous system of head, face, and neck\Peripheral nerves and Autonomic nervous system of head, face, and neck\","Peripheral nerves and Autonomic nervous system of head, face, and neck",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM\Peripheral nerves and Autonomic nervous system of abdomen\Peripheral nerves and Autonomic nervous system of abdomen\,Peripheral nerves and Autonomic nervous system of abdomen,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM\Peripheral nerves and Autonomic nervous system of pelvis\Peripheral nerves and Autonomic nervous system of pelvis\,Peripheral nerves and Autonomic nervous system of pelvis,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C76.8,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\OTHER AND ILL-DEFINED SITES\Overlapping lesion of ill-defined sites\Overlapping lesion of ill-defined sites\,Overlapping lesion of ill-defined sites,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C76.7,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\OTHER AND ILL-DEFINED SITES\Other ill-defined sites\Other ill-defined sites\,Other ill-defined sites,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C76.5,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\OTHER AND ILL-DEFINED SITES\Lower limb, NOS\Lower limb, NOS\","Lower limb, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C76.0,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\OTHER AND ILL-DEFINED SITES\Head, face or neck, NOS\Head, face or neck, NOS\","Head, face or neck, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C76.2,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\OTHER AND ILL-DEFINED SITES\Abdomen, NOS\Abdomen, NOS\","Abdomen, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C76.4,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\OTHER AND ILL-DEFINED SITES\Upper limb, NOS\Upper limb, NOS\","Upper limb, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C76.3,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\OTHER AND ILL-DEFINED SITES\Pelvis, NOS\Pelvis, NOS\","Pelvis, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C42.2,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS\Spleen\Spleen\,Spleen,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C57.8,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS\Overlapping lesion of female genital organs\Overlapping lesion of female genital organs\,Overlapping lesion of female genital organs,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C57.0,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS\Fallopian tube\Fallopian tube\,Fallopian tube,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C57.1,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS\Broad ligament\Broad ligament\,Broad ligament,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C57.3,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS\Parametrium\Parametrium\,Parametrium,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C57.2,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS\Round ligament\Round ligament\,Round ligament,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C57.4,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS\Uterine adnexa\Uterine adnexa\,Uterine adnexa,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C57.9,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS\Female genital tract, NOS\Female genital tract, NOS\","Female genital tract, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C57.7,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS\Other specified parts of female genital organs\Other specified parts of female genital organs\,Other specified parts of female genital organs,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C52.9,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\VAGINA\Vagina, NOS\Vagina, NOS\","Vagina, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Microscopic\Microscopic\,Microscopic,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C42.1,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS\Bone marrow\Bone marrow\,Bone marrow,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C13.9,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX\Laryngopharynx\Laryngopharynx\",Laryngopharynx,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C14.0,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX\Pharynx, NOS\Pharynx, NOS\","Pharynx, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C14.8,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX\Overlapping lesion of lip, oral cavity and pharynx\Overlapping lesion of lip, oral cavity and pharynx\","Overlapping lesion of lip, oral cavity and pharynx",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C09.9,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\TONSIL\Tonsil, NOS\Tonsil, NOS\","Tonsil, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C09.1,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\TONSIL\Tonsillar pillar\Tonsillar pillar\",Tonsillar pillar,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C09.8,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\TONSIL\Overlapping lesion of tonsil\Overlapping lesion of tonsil\",Overlapping lesion of tonsil,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C09.0,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\TONSIL\Tonsillar fossa\Tonsillar fossa\",Tonsillar fossa,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C12.9,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\PYRIFORM SINUS\Pyriform sinus\Pyriform sinus\",Pyriform sinus,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C03.9,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\GUM\Gum, NOS\Gum, NOS\","Gum, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C03.0,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Anatomical Site(ICD-O-3)\LIP, ORAL CAVITY AND PHARYNX\GUM\Upper gum\Upper gum\",Upper gum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C76.1,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\OTHER AND ILL-DEFINED SITES\Thorax, NOS\Thorax, NOS\","Thorax, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C42.0,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS\Blood\Blood\,Blood,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
TEMP,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS\Reticuloendothelial system, NOS\Reticuloendothelial system, NOS\","Reticuloendothelial system, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C42.4,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS\Hematopoietic system, NOS\Hematopoietic system, NOS\","Hematopoietic system, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C48.1,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\RETROPERITONEUM AND PERITONEUM\Specified parts of peritoneum\Specified parts of peritoneum\,Specified parts of peritoneum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C48.0,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\RETROPERITONEUM AND PERITONEUM\Retroperitoneum\Retroperitoneum\,Retroperitoneum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C48.2,"\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\RETROPERITONEUM AND PERITONEUM\Peritoneum, NOS\Peritoneum, NOS\","Peritoneum, NOS",,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C32.2,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\RESPIRATORY SYSTEM AND INTRATHORACIC ORGANS\LARYNX\Subglottis\Subglottis\,Subglottis,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C48.8,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\RETROPERITONEUM AND PERITONEUM\Overlapping lesion of retroperitoneum and peritoneum\Overlapping lesion of retroperitoneum and peritoneum\,Overlapping lesion of retroperitoneum and peritoneum,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
C58.9,\Private\UNSW-MCO\Subjects\Diagnosis\Cancer Chararctersictis\Macroscopic\Metastatic Anatomical Site(ICD-O-3)\FEMALE GENITAL ORGANS\PLACENTA\Placenta\Placenta\,Placenta,,16-01-2015,16-01-2015,16-01-2015,OPENSPECIMEN20,,
